ID,Evidence level,Family,Experiment,Result,Verdict,Primary source,Status,Evidence tier,Overlap cluster,Update batch
M108,Sandbox frozen full-width selector audit,Layer31 support,Target-free layer-31 coordinate support across two complete-design rotations,"New width-256 N=8 cohort, rotations 3 and 19, with two independent 524,288-row scrambled-Sobol references per split. At K=32, Basis-PCA12×sensitivity captured 53.21% / 38.90% of the full layer-31 oracle gap; sparse-Hermite loading×sensitivity captured 51.08% / 36.50%. Both won 8/8 under both rotations, but failed the preregistered >=50% capture-on-every-rotation gate. Coordinate overlap remained high (0.875 PCA; 1.000 Hermite), showing effectiveness—not support identity—was rotation dependent. Stage B amplitude tests were not run.","Close the four tested target-free coordinate-selector families under the rotation-stability gate. Preserve the full layer-31 oracle as mechanism evidence, but do not continue fixed-coordinate support sweeps.",TARGET_FREE_LAYER31_SUPPORT_REPORT.md / TARGET_FREE_LAYER31_SUPPORT_HIGHREF_RESULTS.json / STAGE_B_SOURCE_AUDIT.json,Closed tested form,"Architecture-matched synthetic width256, N=8, two rotations, high-reference exact amplitudes",Sparse layer31 and sparse cubic center,Target-free layer31 support closure
M109,Frozen fresh full-width oracle validation,Sparse radial-Hermite direct-output control,128 sample-row probes with complete exact anchor on 24 new networks,"Frozen layer-29 (zero-based) construction, rotation seed 3, 129 sequential 512-row basis blocks, six whole-block folds, and trace-normalized ridge reproduced. On synthetic width256/depth32 IDs 1000–1023 with independent reference halves: conservative candidate/base 0.427073, bootstrap 95% CI [0.329203,0.542314], 24/24 wins, median 0.426251, p90 0.729773, worst 0.985945. Cross-half noise-corrected ratio 0.147524 with CI [-0.037308,0.286359]. A leaked same-stream preliminary run was quarantined; terminal anchor and evaluation streams were independent.","PASS as a winning-scale oracle mechanism with residual reference-noise uncertainty. Nondeployable because the exact anchor uses 262,144 oracle trajectories per network.",REPRODUCTION_REPORT.md / SPARSE_RADIAL_PROBE_MANIFEST.json / FROZEN_VALIDATION_RESULTS.json / PASS_FAIL_CERTIFICATE.json,Oracle mechanism validated on fresh synthetic cohort,Architecture-matched synthetic frozen validation N=24,Sparse layer31 and sparse cubic center,Fresh sparse radial validation
M110,Frozen component ablation / spectrum,Sparse radial-Hermite anchor decomposition,"Lower-order, connected, omitted-component, and downstream-rank ablations","On the same 24 fresh networks: sample anchor approximately neutral at 1.0002; exact lower-order mean/covariance anchor 0.421527 with 24/24 wins; exact connected-c21 only 1.008336; complete anchor with mean omitted 1.886385; complete anchor with pair moments omitted 16.319718. Pooled downstream-weighted rank-16 energy was 70.54%, below the 90% compression gate.",The useful transferable signal is the lower-order absolute mean and pair-moment anchor. Connected c21 is diagnostic and should be dropped from the deployment path unless nearly free. Rank-16 compression is blocked.,COMPONENT_ABLATION.json / downstream-weighted spectrum / SPARSE_RADIAL_PROBE_MANIFEST.json,Mechanism decomposition validated,Architecture-matched synthetic frozen validation N=24,Sparse layer31 and sparse cubic center,Fresh sparse radial validation
A23,Software/API/numeric validation,Implementation / compute,Factorized-K3 submission-readiness scaffold,"Build calibration, fresh-100 audit, guard, float32, API-check, and flopscope.numpy inference scaffolding around the x1/x1a model. Gaussian primitive matched reference closely; float32/float64 relative RMS difference was about 2.58e-7; estimated ML inference cost was about 11.8B FLOPs before K3.",Infrastructure complete; no deployable factorized-K3 score.,Submission-readiness stage work report,Scientific / recorded,Infrastructure,Implementation / compute,Restored canonical row
A24,60-network full-width compiler suite,Suffix compilation & arithmetic,Minimum-saving compiler guard,"Fallback to the full Kerdock suffix when predicted compiler cost ratio exceeded 0.995. Calibrated mean ratio changed from 0.978654 to 0.978617, retained 59 wins, introduced one exact fallback, and removed the only material failure.","Historically adopted for the calibrated adaptive compiler; superseded for production shipping by A39, which shows the calibrated savings are nonportable to the partial-tree baseline.","Latest compiler continuation update, 2026-07-29",Superseded by A39,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
A25,24 untouched full-width networks,Suffix compilation & arithmetic,Boundary-certified suffix compilation,"Use Gaussian missed-tail risk, downstream sensitivity, rank-16 boundary prediction, and exact audit of 512 suspicious Kerdock rows. Three-layer compiler MSE fell from 1.03e-9 to 2.23e-11, a 46.4x reduction, with 24/24 wins and compiled fraction rising from 42.62% to 52.64%.","Excellent validation/debugging oracle, but too conservative and costly for submission runtime.","Certified compiler holdout update, 2026-07-29",Scientific / recorded,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
A26,Adaptive full-width integration screen,Suffix compilation & arithmetic,Certified adaptive compiler,"Integrate boundary certification into adaptive depth 2–6. Compiler MSE improved from 2.58e-10 to 1.75e-11, but ideal cost ratio worsened from 0.9451 to 0.9669; selective audits were 0.35–1.61% worse than the existing adaptive rule.",Retain certification only as a validation tool; reject at runtime.,"Certified adaptive selector and selective-audit results, 2026-07-29",Closed,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
V65,12 genuinely fresh width-256/depth-32 networks,Control variates,Fresh quadratic-control validation,Frozen exact first-layer quadratic control: quadratic-only score ratio 1.0188; linear+quadratic 1.0769; amplified combination 1.1307. Only 4/12 improved in the least-harmful version.,Selection-leakage reversal; quadratic-control branch closed.,"Fresh QCV validation summary, 2026-07-29",Closed,Full-width holdout,Control variates,Restored canonical row
A27,20 fresh full-width networks; second 30-network suite incomplete,Suffix compilation & arithmetic,Energy-based suffix classification,"Classify stable neurons by minority-sign activation-energy fraction <=3e-5 rather than minority-event count. Fresh 20-network ideal score ratio was 0.94381 versus 0.94942 for count<=1, about 0.56% better; bootstrap difference interval [-0.0128,+0.00135] included no advantage.","Positive unresolved proxy signal, but production compiler measurement A39 makes this non-actionable for shipping.","Energy-classifier holdout update, 2026-07-29",Paused / superseded,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
A28,16 fresh full-width networks,Suffix compilation & arithmetic,Risk-aware suffix-depth selector,"Penalize depths using stable counts, minority energy/events, and depth penalties. Frozen risk penalty averaged 0.95029 versus 0.94904 for simple minimum arithmetic cost and changed 10/16 choices while helping only five.",Risk-aware selector failed; retain simple minimum-cost depth selection for diagnostics only.,"Selector holdout summary, 2026-07-29",Closed,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
A29,Strict 50-network full-width synthetic holdout,Suffix compilation & arithmetic,Fixed three-layer suffix compiler with layerwise shrinkage,"Use c=8 pilot, rare threshold 8, zero middle-layer correction, and final correction alpha=0.875. Mean score proxy 0.979672; beat global alpha=0.75 on 43/50; paired improvement interval about 0.044–0.078 percentage points.",Historical proxy candidate; rejected by current partial-tree production measurement A39 (score ratio 1.042129 on 97 completed Mini networks).,"Three-layer shrinkage holdout update, 2026-07-29",Superseded / rejected in production,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
A30,50 untouched full-width networks,Suffix compilation & arithmetic,Adaptive compiler rule selector,"Select among six c=8 two- and three-layer compiler rules using pilot risk. Mean exact-perturbation score proxy 0.976424 [0.97318,0.97974], 48/50 wins, pilot-risk correlation about 0.80.",Historical proxy result; not portable to the current partial-tree production baseline. Await A39 adaptive production measurement only.,"Adaptive compiler selector update, 2026-07-29",Superseded / production result pending,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
A31,50-network paired pilot comparison,Suffix compilation & arithmetic,Compiler pilot size and rare threshold,"Compare c=7, rare=6 against c=8, rare=8. c=8/rare=8 averaged 0.982429 versus 0.983118, won 35/50, and had safer upper-tail behavior.",Historical fixed-three specification only; does not overcome A39 production overhead.,"Pilot pair holdout analysis, 2026-07-29",Scientific / superseded,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
A32,50-network shrinkage ablations,Suffix compilation & arithmetic,Compiler correction shrinkage refinements,"Per-output James-Stein, class-specific coefficients, and stable-off shrinkage were all slightly worse than fixed final alpha=0.875; stable-off coefficient 0.75 was about 0.0053 percentage points worse.",Closed; no further shrinkage tuning.,"Class shrinkage and James-Stein holdout analyses, 2026-07-29",Closed,Full-width holdout,Suffix compilation & arithmetic,Restored canonical row
A33,Eight completed networks; frozen holdout incomplete,Suffix compilation & arithmetic,Shrunk four-layer compiler,"Four-layer coefficients [0,0.25,0.25,0.875] with observable gating. Seven of eight still selected three layers; one showed a large four-layer opportunity near 0.9433.",Insufficient evidence and now superseded by production-baseline compiler rejection.,"Shrunk four-layer compiler update, 2026-07-29",Closed / superseded,Full-width partial holdout,Suffix compilation & arithmetic,Restored canonical row
T23,Clean-room reproducibility and release-integrity audit,Theory / proof,T22 certificate reproduction and v5.1 release hardening,"Agent2 regenerated all 32 canonical outputs and all 23 curvature chunks byte-for-byte. The v5.1 release tracks 59 files, pins mpmath==1.3.0, adds provenance and CI, and quarantines the stale v4 two-sided artifact. The current coordinator pass verified shipped outputs but did not freshly regenerate all 1,421 boxes.",Verified after release corrections. Publish an externally anchored archive digest and retain the distinction between full prior clean-room regeneration and the current fast verification.,T22_RELEASE_CLOSURE.md; Agent2 T22/T23 audit; v5.1 manifest,Verified / release-hardened,Certified theory,Theory / proof,2026-07-30 release reconciliation
T24,Paper and competition-package build validation,Theory / proof,Research dissemination,"Produced concise paper, arXiv-ready source, contribution writeup, public explainer, reviewer guide, and minimal proof bundle. Sources compiled cleanly and proof package verified; remaining placeholders were graded submission ID, official score, and permanent repository URL.",Submission package ready for human review and competition metadata.,Paper/contribution package report,Scientific / recorded,Synthetic / analytic,Theory / proof,Restored canonical row
A39,Official Mini-100 paired production measurement completed,Suffix compilation & arithmetic,All compiler variants against current partial-tree production baseline,"Paired official Mini-100: baseline raw MSE 2.2819408e-7, effective compute 1.7562e11, adjusted 1.4736806e-7. two_layer ratio 1.02796 [1.0233,1.0329], 8/100 wins, worst 1.0971, 1.8113e11. fixed_three 1.04162 [1.0332,1.0507], 9/100, worst 1.1522, 1.8293e11. adaptive_2_6 1.11956 [1.1120,1.1267], 0/100, worst 1.2340, 1.9608e11. Approximation error was negligible; regressions were tracked arithmetic and no fallbacks fired.",Close A19/A24/A29/A30/A31 as deployable candidates. Preserve the unmodified production partial-tree baseline; retain compiler code only as arithmetic/diagnostic infrastructure.,Post-cutoff completed official transcript; raw official_paired bundle unavailable in shared Library,Closed in production,Official/public Mini-100,Suffix compilation & arithmetic,Post-v12 continuation
M111,Frozen untouched full-width continuation,Sparse radial-Hermite / layer31,Universal alpha=0.40 radial-Hermite correction,"On synthetic networks 32–47, frozen alpha=0.40 gave candidate/base 0.7290, bootstrap CI [0.5567,0.9148], 14/16 wins, optimistic adjusted ratio 0.7743, and captured 35.6% of full layer31 oracle reduction, but worst was 1.5827. Higher-reference diagnostics improved aggregate to about 0.680 and 15/16 wins but retained a 1.465 tail and only 37.3% oracle capture. Mode truncation and expectation-split confidence gating did not remove the tail; network41 had split cosine0.967. Direct shrunk anchor0.7280 and g31 replay0.7290 were tied.","Close universal shrinkage, mode truncation, confidence-threshold, and replay variants for this exact surrogate. Average signal is real, but network-specific signed phase and tail safety remain unresolved.",RADIAL31_CONTINUATION_REPORT.md / RADIAL31_CONTINUATION_SUMMARY.json,Closed tested universal-shrink branch,Architecture-matched synthetic N=16,Sparse layer31 and sparse cubic center,Radial continuation
M112,Uniform independent high-reference oracle experiment,Sparse radial-Hermite / layer31,Low-dimensional oracle signed anchors on 24 fresh networks,"Final audited protocol used complete 66,048-row Kerdock, 524,288 independent target-reference samples and separate 524,288 oracle-anchor samples per network, target-free sample-row support, and six-fold basis-block crossfit. K=32: raw candidate/base0.4030, noise-corrected0.3272, captured80.56% of the full layer31 oracle gap, CI for capture68.48–87.86%, 23/24 wins, worst1.1069. K=128:0.3218 raw,0.2357 noise-corrected,91.53% capture [85.91–95.01%],24/24,worst0.9811. Two earlier analyses with reference reuse or selective deepening were rejected.","Continue the low-dimensional signed-anchor program as an oracle mechanism. The remaining question is legal estimation of 32–128 signed expectations, not support capacity.",INDEPENDENT_LAYER31_RESIDUAL_FINAL_REPORT.md / UNIFORM_INDEPENDENT_LAYER31_RESIDUAL_RESULTS.json,Oracle mechanism validated; legal anchor unresolved,Architecture-matched synthetic fresh N=24,Sparse layer31 and sparse cubic center,Uniform independent oracle validation
M113,Rotation and formulation audit,Sparse radial-Hermite / layer31,Direct control versus replay and hard-rotation robustness,"With identical oracle scalar anchors, layer31 replay and direct final-output control were effectively tied: K32 0.403016 versus0.404372; K128 0.321780 versus0.322067. Replay adds about8.657B FLOPs. On four hard networks across three rotations, K32 won8/12 with worst3.083 and K128 won11/12 with worst2.621; restricting to pairs where the full layer31 oracle helped gave K32 8/10,worst1.107 and K12810/10,worst0.981.",Use direct final-output control as the cost baseline. Preserve K32 as the deployable-sized target and K128 as robustness ceiling. Any legal estimator needs a no-headroom/rotation-safe abstention or shrinkage signal.,UNIFORM_HARD_ROTATION_PANEL.json / independent residual report,Mechanism retained; rotation-safe deployment unresolved,Hard-rotation diagnostic panel,Sparse layer31 and sparse cubic center,Uniform independent oracle validation
A40,Local full-shape implementation benchmark plus archived exact FlopScope operation accounting; official subprocess pending,Implementation / compute,Final-layer chunked direct accumulation,"Keep the complete 66,048-row Kerdock propagation unchanged through layer 31. Evaluate only the final layer in fixed 2,048-row chunks with the existing partial-tree Winograd kernel, then ReLU, cast to float64, sum each chunk immediately and divide once.","Seven-pair single-thread local median final-layer wall time fell 2.032s -> 0.990s (51.27%); isolated peak RSS fell 2.03 GiB -> 0.36 GiB (82.42%). Worst RMS output-mean drift was 4.24e-8. Exact shape accounting projects 170.954B package FLOPs, only +47.5M versus the archived partial-tree package; break-even requires 0.475 ms lower official residual time.","Freeze the 2,048-row package and run a paired final-subprocess measurement. Promote only if measured effective compute falls with raw-MSE and tail parity. Keep 512 rows only as the frozen lowest-memory fallback.",PATH6_FINAL_REPORT.md; PATH6_RESULTS.json; submission_path6_final_chunk2048.tar.gz,Implementation candidate / official measurement pending,Local exact geometry / implementation,Implementation / compute
A41,Exact algebra plus 16-case full-shape numerical panel; no legal-anchor statistical validation,Implementation / compute,Cached final-preactivation translation reuse and in-propagation K32 summaries,"For a uniform layer-31 translation delta, cache Z=HW and use (H+1delta^T)W = Z+1(delta^T W), then ReLU and reduce; also extract K32/K128 basis summaries from already propagated, basis-ordered rows.","Dense translation reuse replaces a 5.549B-FLOP second final replay with 0.0847B FLOPs, saving 5.464B (98.47%); the 16-case worst RMS output-mean drift was 3.73e-8. K32 basis means cost at most 12.6M FLOPs and 2.516 ms locally; selected 8-coordinate mean+Gram cost about 2.10M FLOPs and 0.478 ms.",Adopt as a shared implementation primitive only when a correction would otherwise require a translated final replay. Do not count this saving for direct-output controls that already avoid replay. Never pay for separate K32/K128 propagation.,PATH6_FINAL_REPORT.md; PATH6_RESULTS.json; translation_reuse.py; k32_features.py,Implementation primitive validated,Algebraic identity / local full-shape numerical,Implementation / compute
A42,"Local full-shape 66,048-row × 32-layer pair plus three-seed 8,192-row depth-31 panel; official subprocess pending",Implementation / compute,Weight-preencoded 512-row full-depth streaming,"Precompute every right-side depth-5 Winograd form once per later weight, materialize the unchanged first Kerdock activation, then stream 512-row blocks through all 31 later layers and reduce final chunks immediately. Shape-level FlopScope is exactly equal to the 170.906815488B production package. Full-shape local time 63.995s -> 28.011s (2.285x); peak RSS 2.172GiB -> 0.375GiB; RMS final-mean drift 3.42e-12.",Freeze as the zero-incremental-FLOP fallback. It supersedes A40 locally because it chunks all later layers without repeatedly recomputing weight transforms.,PATH6_CONTINUATION_REPORT_20260729.md; PATH6_CONTINUATION_RESULTS_20260729.json; submission_path6_stream512_preencoded.tar.gz,Implementation candidate / official measurement pending,Local exact geometry / NumPy single-thread,Implementation / compute,Path 6 continuation
A43,"Local full-shape 66,048-row × 32-layer pair, multi-seed numerical panel and unchanged-source package smoke; official subprocess pending",Implementation / compute,Fused ReLU-to-next-encoding 512-row streaming,"A42 plus omit the final block materialization at every layer: retain four decoded quadrants, ReLU them, and directly construct the next layer first Winograd encoding; reduce final quadrants directly. Projected tracked FLOPs 170.382691584B, saving 0.524123904B. Full-shape local time 25.702s (2.490x baseline), peak RSS 0.375GiB, RMS drift 3.42e-12; bit-identical to A42 locally.","Primary frozen Path 6 package. Run baseline, A42 and A43 in the same official final subprocess. A43 may tolerate 5.241ms extra residual time versus baseline and still improve effective compute.",PATH6_CONTINUATION_REPORT_20260729.md; PATH6_CONTINUATION_RESULTS_20260729.json; submission_path6_stream512_fused.tar.gz,Primary implementation candidate / official measurement pending,Local exact geometry / NumPy single-thread,Implementation / compute,Path 6 continuation
A44,Local exact-shape implementation ablations,Implementation / compute,"Path 6 dispatch, layout and basis-streaming closures","Standalone terminal quadrant reduction had no wall win; float32 final reduction was slower and added ~3e-8 RMS drift; preallocated slice-assignment decoding was locally faster but conflicts with immutable FlopScope arrays; on-demand first-layer basis groups 1–32 took 37.9–52.6s versus 25.1s materialized, although group1 reduced RSS to ~292MiB.",Close these unchanged forms. Retain one-basis streaming only as an emergency memory fallback. Keep functional immutable-array kernels for official packaging.,terminal_fusion_focus_threads1.json; inplace_reduce_threads1.json; layout_decode_threads1.json; basis_stream_seed3301_g*.json,Closed tested forms / memory fallback retained,Local exact geometry / NumPy single-thread,Implementation / compute,Path 6 continuation
M114,Audited high-precision synthetic infrastructure and canonical/hard panels,Sparse radial-Hermite / scaling,Continuous-scale quadratic labels and exact-K32 scale audit,"Saved baseline error norm, error–correction inner product and correction norm so MSE is exact in alpha. Across canonical24 and hard12 every optimal exact-K32 scale was positive. Fixed alpha0.50 scored canonical0.5528 with24/24 wins,worst0.9222 and hard0.7677,worst1.0495.","Adopt quadratic label infrastructure and freeze alpha0.50 as the simplest safe exact-direction scale baseline. Overscaling, not sign reversal, is the dominant exact-K32 failure.",PATH2_CONTINUATION_REPORT.md / continuous-scale runner,Mechanism validated / infrastructure adopted,High-precision synthetic,Sparse layer31 and learned scale,Late continuation synthesis
M115,Immutable 12-base ×3-rotation high-reference holdout,Sparse radial-Hermite / scaling,Frozen bounded exact-K32 scaling,"Frozen ordinary0.55/high-risk0.45 policy scored0.52707, grouped95% CI[0.47764,0.58312],36/36 wins,worst0.88546,p900.74352. Fixed0.50 scored0.54989,36/36,worst0.89195. No fresh case triggered the high-risk branch.",Raw oracle-anchor scaling and tail gate passed. Use fixed0.50 by default; the two-level high-risk branch was not independently exercised. This is not legal until the K32 anchor is estimated.,FRESH_SCALE_HOLDOUT_RESULTS.json / PATH2_CONTINUATION_REPORT.md,Oracle-anchor scale mechanism validated,Immutable high-precision holdout,Sparse layer31 and learned scale,Late continuation synthesis
M116,Immutable 12-base ×3-rotation holdout plus exposed terminal audit,Learned sign/scale/abstention,Layer-8 dispersion abstention generalization,"Dedicated audit: all36 immutable exact-oracle cases fell below threshold0.00279066317598334, including3 full-K32 ratios>1.10 and worst2.479162; the gate caught0/3 and changed neither p90 nor worst. On an independent48-case legal scalar panel it flagged6 already-zero cases, made0 new decisions and caught0/6 severe tails. Fixed112 scout worsened adjusted0.366043→0.386906.",Close l08 dispersion as a general harmful-tail or allocation gate. It may appear only inside bounded policies where missed triggers cannot create a large scale.,EXPERIMENT_REPORT(3).md / DECISION(2).md / PATH2_CONTINUATION_REPORT.md,Closed tested abstention signal,"Immutable12-base exact panel + independent16-base legal panel, each3 rotations; 28 distinct groups total",Learned sign/scale/abstention,Late continuation synthesis
M117,Grouped 112-base/272-rotation audit,K32 phase identifiability,Rotation-dependent versus absolute phase decomposition,"Same-cloud final-output observables predicted within-base rotation phase differences at Pearson0.839 and95.8% pairwise sign accuracy, while weight-global absolute offset prediction reached only Pearson0.320 and64.6% sign accuracy. 39.3% of bases changed template-scale sign across tested rotations.",Rotation deviations are observable; the rotation-averaged absolute signed offset remains the missing state. Stop treating another generic architecture as the primary fix.,K32_PHASE_IDENTIFIABILITY_TERMINAL_REPORT.md,Scientific mechanism recorded,Large grouped synthetic rotation corpus,K32 phase / learned anchor,Late continuation synthesis
M118,Independent 50-network production-rotation terminal,Shared arithmetic / phase,Complete-basis adjoint covariance and direct covariance-vector terminal,"Frozen adjoint basis covariance produced phase Pearson0.436 but raw0.9912,adjusted1.0039,24/50,worst2.411. Direct covariance-vector validation was0.9790 with worst2.148. Hierarchical absolute-offset and 3,680-feature invariant rescues also failed.","Close tested weight/same-cloud absolute-offset learners, broad basis-moment regressions, adjoint basis-flux scalars and direct covariance-vector forms. Preserve reduction infrastructure only for a new exact identity.",K32_PHASE_IDENTIFIABILITY_TERMINAL_REPORT.md,Closed tested absolute-phase sources,Fresh full-width synthetic N=50,K32 phase / shared arithmetic,Late continuation synthesis
M119,Prospectively frozen 24-network full-width validation,Legal signed anchor / companion design,Full 129-basis companion-rotation lower-moment estimator,"Primary rotation3 plus independent rotation97 complete companion through layer29,32 probes and50% shrink achieved raw0.772831, noise-corrected0.747783,19/24 wins,median0.835643,worst1.519876. Heavy-propagation proxy1.935x and adjusted proxy1.496.",First legal anchor source with a large prospective raw reduction; full companion is rejected for cost and tail. The independent angular phase mechanism is validated.,DIRECT32_DEFECT_ESTIMATOR_REPORT.md / DIRECT32_COMPANION_VALIDATION_RESULTS.json,Mechanism validated / deployment rejected,Fresh width256 N=24,Legal signed anchor / independent companion,Late continuation synthesis
M120,Post-hoc grouped frontier on the M119 block,Legal signed anchor / companion design,Frozen 16-basis companion candidate,"Full129 primary plus16 fixed rotation97 companion bases and10% shrink scored exploratory raw0.848861,19/24,worst1.201863, cost proxy1.1160 and adjusted proxy0.94735, CI[0.8285,1.0511]. A5% version was tail-safe at worst1.0786 but adjusted≈1.006.","Leading compact companion successor, but selected post hoc and still tail-risky. Freeze exactly and test once on a new immutable block with measured FlopScope.",DIRECT32_DEFECT_ESTIMATOR_REPORT.md / DIRECT32_COMPANION_FRESH_FRONTIER.json,Live post-hoc candidate / validation required,Exposed width256 N=24,Legal signed anchor / independent companion,Late continuation synthesis
M121,24-network development plus 8-network higher-reference diagnostic,Sparse lower-order anchor,Center-defect structure and pair-moment ablation,"Per-network downstream-weighted lower matrix had median rank2 energy0.999948, but its right space was essentially span(mu,mu-m), so compression retains the unknown defect. Exact-center exact-pair versus primary-pair ratios were0.889350/0.889914. A new24-network full-companion-center ablation at alpha0.50 gave independent pairs0.726008 versus primary pairs0.726019; paired difference -0.000010, bootstrap95%[-0.000390,+0.000366], median pair increment0.174% of correction norm and cosine0.999999479.","Freeze the lower-order runtime contract: accumulate 128 s_p and128 t_p from the primary cloud, and estimate only 128 d_i plus128 v_p^T d externally. Close independent covariance/pair estimation and connected cubic work for this construction.",CONTINUED_EXPERIMENTS_REPORT.md / PAIR_MOMENT_ABLATION.json / PAIR_TARGET_DERIVATION.md / DECISION(4).md,Target contract frozen / independent pair branch closed,Full-width synthetic development and diagnostic,Sparse lower-order center,Late continuation synthesis
M122,Fresh 24-network width256 confirmations and rank frontiers,Independent micro-cubature,EC-R32-MEG and h24 depth8 low-rank suffix family,"The apparent rank32 screen0.594 reversed: fresh oracle-center rank32 scored0.868619,16/24,p901.959,worst2.263. Ranks32–80 plateaued0.732–0.756; ordinary1,024-row center was harmful at1.133. Best target family remained≈0.642–0.645.","Close h24/depth8 Gaussian, skew, quadratic, empirical-factor, pilot-bagged and disagreement-guarded micro-cubature as primary anchors. Preserve only residual-harness components.",AGENT3_CONTINUATION_REPORT.md / DECISION(1).md,Closed tested micro-cubature family,Fresh width256 synthetic,Independent micro-cubature,Late continuation synthesis
M123,"Large reduced-width and 2,400/800/800 synthetic continuation",Learned white-box models,"Targeted equivariant center, scale and abstention","Residual coefficient R2 reached0.95–0.96 around a poor analytic center, yet calibrated final replay remained≈0.987–0.995 with unsafe tails; direct signed target R2 was0.036. Gain classifiers stayed near chance and conformal gates selected zero.",Close standalone weights-only center/scale and larger DWS/message-passing escalation. Reopen learning only after an independent anchor alone reaches complete candidate/base<=0.75.,agent4_continuation_report.md,Closed standalone learned-center family,Large synthetic grouped corpora,Learned center / phase,Late continuation synthesis
M124,High-reference 24-network tests plus 240/600/400-network corpora,Layer31 direct estimator,Direct layer31 rank4/8 amplitude estimation,"Rank8 oracle suffix corrections had0.549–0.615 ceiling, but 8–64-basis pilots scored0.887–0.709 with severe tails. On240 networks learned gates left worst2.04–2.67; on600 networks coefficient models had R2≈-0.006 and near-zero cosine despite exact-coefficient ratio0.387.","Close tested direct layer31 pilots, low-rank Gaussian/skew suffixes, harmonic residual controls, safety gates and weight-based amplitude/residual learners. Preserve rank4/8 sensitivity interface only.",AGENT5_CONTINUATION_DECISION.md,Closed tested direct layer31 estimator family,Large synthetic/full-width studies,Layer31 direct estimation,Late continuation synthesis
M125,"Multiple frozen full-width synthetic blocks, IDs4000–4262 exposed",Legal signed anchor,"Thirteen legal analytic, source, residual-pilot and confidence constructions","None met0.75. Best repeatable transport-only centered state scored0.9386845,5/8,worst1.1019. Pilot-phased and output-benefit selectors reversed to1.196/worst3.198 and1.141/worst2.791; cross-scale confirmation later failed1.136/worst2.503. Six complete folds agreed at cosine>0.997 while the source was51–182x harmful.","Retain the cheap0.939 transport state only as a weak residual baseline. Close tested analytic closures, marginal sources, residual pilots, affine-CV phasing, cross-scale confirmation and same-design stability gates.",CONTINUATION_REPORT.md / RESULTS_SUMMARY.json,Leading weak negative / tested families closed,Architecture-matched synthetic,Legal signed anchor continuation,Late continuation synthesis
M126,Exposed 16-base ×3-rotation terminal,Learned sign/scale/abstention,Frozen l08 risk-gate immutable audit,"Dedicated audit: all36 immutable exact-oracle cases were below threshold0.0027906632, including3 exact-K32 ratios>1.10 and worst2.479162; the gate caught0/3 and changed neither p90 nor worst. On an independent48-case legal scalar panel it flagged6 already-zero cases, made0 new decisions and caught0/6 severe tails. The statistic was rotation-stable but phase-uninformative.","Close l08_fold_rel_mean as correction-risk gate, allocation selector and first-stage abstention. Retain only descriptive between-network metadata. The separate fixed112 package execution is recorded in M131.",EXPERIMENT_REPORT(3).md / DECISION(2).md,Closed frozen gate,"28 distinct base groups across two panels,84 rotations",Learned sign/scale/abstention,Late continuation synthesis
M127,Frozen 12 train /4 calibration /8 untouched validation actual-width synthetic,Legal signed anchor / partial MUB,112 original bases plus17-basis independent partial-MUB companion,"Frozen chirp17_r3 amplitude0.20 scored train0.9336,calibration0.9634,untouched validation0.9427,4/8 wins,worst1.482. Propagation ratio≈0.9918 gives adjusted proxy≈0.935 before small anchor overhead. Sign-reversal tails remain.",Leading live average-economics candidate. Do not submit directly. Freeze it as the high-headroom arm and develop only a target-free safety layer using <=4 paired bases.,WHestBench_Independent_Anchor_and_Partial_MUB_Research_Report_20260729.md,Promising mechanism / tail-unsafe,Actual-width synthetic frozen validation,Legal signed anchor / partial MUB,Latest partial-MUB synthesis
M128,Grouped 12-network development and cost frontier,Legal signed anchor / paired phase,Paired replacement difference probes,"A17-basis paired probe scored raw0.959,10/12,worst1.036 but cost≈12% baseline. Two paired bases scored0.9816 with≈1.45% extra propagation and adjusted proxy≈0.996; safer scale raw0.9847,worst1.064.","Not a standalone winner, but the safest available cheap phase-disagreement signal. Use 1–4 paired bases to gate, suppress or replace M127 corrections.",WHestBench_Independent_Anchor_and_Partial_MUB_Research_Report_20260729.md,Live safety mechanism / validation required,Actual-width synthetic development,Legal signed anchor / paired phase,Latest partial-MUB synthesis
M129,Broad actual-width synthetic synthesis,Independent anchor / harmonic controls,"Complete companions, harmonic phase controls and diversified partial companions",Thirty-two complete companions reached only0.844 with worst1.187; generic degree6/8/10 harmonic control reversed to1.034 on untouched validation; rule-specific modes had isolated0.619 points but no safe selector. Splitting the17-basis budget across rotations was≈0.998 pooled.,"Close ordinary complete companion averaging, generic harmonic banks, heat extrapolation and blind multi-rotation budget splitting. Preserve one coherent partial-MUB family and tiny paired differences.",WHestBench_Independent_Anchor_and_Partial_MUB_Research_Report_20260729.md,Closed tested broad independent-phase forms,Actual-width synthetic,Independent anchor / phase controls,Latest partial-MUB synthesis
