ID,Evidence level,Family,Experiment,Result,Verdict,Primary source,Status,Evidence tier,Overlap cluster,Update batch
V42,Synthetic width 256,Stein control variate,Half-normal Stein-kernel weighting of pair-selected path derivatives,"Small consistent improvement, raising best net gain to about 1.252x.",Mechanistically supported incremental gain,"User-provided AI run summary, 2026-07-28",Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
V43,Synthetic width 256,Sphere Stein control,Replace Gaussian half-normal Stein kernel with exact fixed-radius beta-density sphere kernel,Numerically indistinguishable at dimension 256.,Confirms large-dimension mechanism; no extra gain,"User-provided AI run summary, 2026-07-28",Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
V44,Synthetic width 256,Multivariate Stein control,Multiply Stein-weighted derivative by inverse exact covariance of absolute layer-1 features,"Added a small gain, reaching about 1.2525x net on tuning networks.",Best tuned pathwise variant,"User-provided AI run summary, 2026-07-28",Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
V45,Eight completely new width-256 networks,Frozen Stein validation,"Rank-2, 256-pilot, 50% multivariate-Stein pathwise estimator with frozen settings","Validated at 1.243x net with 8/8 wins on antithetic random/Sobol-style points, but a later frozen complete-Kerdock transfer test failed.",Superseded by V59; useful on ordinary sampling but not demonstrated on full Kerdock.,"Pathwise-Stein report plus Kerdock transfer audit, 2026-07-28",Superseded,Full-width holdout,Control variates,Latest multi-agent update
V46,Synthetic cross-validation,Nonlinear pathwise controls,Centered powers of half-normal layer-1 magnitudes along selected derivative modes,Improved only about 0.15%.,Marginal,"User-provided AI run summary, 2026-07-28",Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
V47,Synthetic tuning batch,Gradient-curvature control,Coordinatewise derivative-versus-magnitude curvature term centered analytically,Raised tuned net gain to about 1.2565x.,Small tuning improvement,"User-provided AI run summary, 2026-07-28",Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
V48,Synthetic width 256,Low-rank curvature control,Fit full cross-coordinate gradient-versus-magnitude Jacobian and compress to rank 1–8,Failed to beat the simpler diagonal term.,Dense cross-coordinate curvature closed,"User-provided AI run summary, 2026-07-28",Closed,Synthetic / mixed,Control variates,Prior catalog
V49,Eight completely new width-256 networks,Diagonal curvature validation,Frozen diagonal gradient-curvature correction,"Validated around 1.243x net with 8/8 wins, nearly identical to frozen Stein estimator.",Optional; no demonstrated gain over simpler Stein form,"User-provided AI run summary, 2026-07-28",Scientific / recorded,Full-width holdout,Other,Prior catalog
V50,Synthetic cross-validation,Higher-order homogeneity controls,Cubic and higher centered derivative-power expansion,Higher powers reduced generalization; only first curvature term survived.,Closed beyond first curvature term,"User-provided AI run summary, 2026-07-28",Closed,Synthetic / mixed,Control variates,Prior catalog
V51,Width-64 discovery then full width-256 falsification,Affine suffix residual,Analytically average a fitted affine tail and sample only its nonlinear residual,Width-64 suggested 1.22x; at width 256 the tail-8 hybrid was about 7x worse and tail lengths 1–4 remained negative.,Scale-dependent false positive; closed,ARC_NEW_PATHS_REPORT_20260728.md,Closed,Full-width holdout,Learned white-box models,Prior catalog
V52,Full-width Kerdock screening,Final-layer Rao–Blackwell control,Exact full-cloud final preactivation mean plus subset ReLU and linear Hermite correction,"At 8,192 rows, additional MSE 3.24–4.60e-8 versus break-even 5.63e-9; only 2.74% compute saved.","Real variance reduction, 6–8x too noisy for score",ARC_NEW_PATHS_REPORT_20260728.md,Scientific / recorded,Full-width holdout,Control variates,Prior catalog
V53,Full-width Kerdock screening,Final-layer Edgeworth control,Use pilot variance/skew/kurtosis and third/fourth/sixth-order marginal corrections,"Best Edgeworth additional MSE 5.56e-8, worse than linear CV 3.24e-8 at every pilot size.",Closed,ARC_NEW_PATHS_REPORT_20260728.md,Closed,Full-width holdout,Control variates,Prior catalog
V54,Full-width screening,Kink-feature ridge control,Predict tail outputs from anchor PCA plus 16–128 selected kink activations and sample a residual,Best added MSE 2.03e-7 versus break-even 1.88e-8.,Closed,ARC_NEW_PATHS_REPORT_20260728.md,Closed,Full-width holdout,Control variates,Prior catalog
V55,Six width-256 development networks,Safe structure-aware multifidelity,Large Kerdock surrogate stream with dead/on/kink simplification plus small exact residual stream,"Best projected adjusted gain 1.0632x, CI [1.0449,1.0701], 6/6 wins, but nearly all from idealized sparse arithmetic.",Missed predeclared 1.15–1.20x gate; closed,PRIORITY_EXPERIMENTS_REPORT.md,Closed,Full-width holdout,Learned white-box models,Prior catalog
V56,Full-size frozen synthetic,Multilevel suffix control,Linear multilevel prefix/suffix estimator,Aggregate score ratio 1.248x with network range 0.62x–1.77x.,Worse and unstable,arc_experiment_report_round2.md,Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
V57,Full-size frozen synthetic,Multilevel suffix control,Nonlinear multilevel prefix/suffix estimator,Aggregate score ratio 1.105x with a 4.30x outlier.,Worse; closed,arc_experiment_report_round2.md,Closed,Synthetic / mixed,Control variates,Prior catalog
V58,Full-size synthetic,Low-rank final-layer control,Rank-32 final-layer low-rank control,Remained about 1.31x worse.,Catastrophic; closed,arc_experiment_report_round2.md,Closed,Synthetic / mixed,Control variates,Prior catalog
M61,"Target-width synthetic, three networks",Dead/on/kink analytic rollout,Pilot-classify stable gates inside recursive Gaussian moment propagation,Strict correction improved Gaussian rollout by only 1.9%; absolute final MSE remained about 1.3e-4.,Stable but hundreds of times too inaccurate,ARC_NEW_PATHS_REPORT_20260728.md,Scientific / recorded,Synthetic / mixed,Suffix compilation & arithmetic,Prior catalog
M62,Held-out reduced width/depth free rollout,Rollout-aware PSD closure,"Permutation-equivariant, bounded, PSD-preserving learned closure trained through full rollout",State-only model improved final MSE 3.36x at width24/depth12 and 4.29x transferring to width32/depth16.,Strong small-regime fit,PRIORITY_EXPERIMENTS_REPORT.md,Scientific / recorded,Full-width holdout,Learned white-box models,Prior catalog
M63,Depth-32 target training plus width transfer,Rollout-aware PSD closure,Fine-tune through width32/depth32 rollout and transfer to width64/depth32,10.40x improvement at training width but 0.75x at width64; oracle local moments did not fix transfer.,Width-specific model class closed,PRIORITY_EXPERIMENTS_REPORT.md,Closed,Synthetic / mixed,Other,Prior catalog
M64,Held-out width-256 synthetic,Transported-cumulant learned closure,Feature ablation for symmetric x1 and antisymmetric x1a transported k21 slices,Marginals only 0.81x; x1 1.71x; x1a 1.47x; x1+x1a 3.58x next-variance gain.,Real localized mechanistic signal,BOUNDED_ML_REPORT.md,Scientific / recorded,Full-width holdout,Control variates,Prior catalog
M65,Fresh width-256 model-size sweep,Transported-cumulant learned closure,Small coefficient network widths 8–96 using x1/x1a,64-unit model achieved 2.20x gain at about 9.2B inference FLOPs; 96-unit 2.33x at about 20B.,64-unit best tested compute/accuracy compromise,BOUNDED_ML_REPORT.md,Scientific / recorded,Full-width holdout,Control variates,Prior catalog
M66,Held-out width-256 synthetic,Transported-cumulant learned closure,"Direct full-width 10,082-parameter nonlinear coefficient model",Strongest run reduced one-step variance error 3.25% to 0.856% (3.80x) on every held-out case.,Promising one-step target-width result,BOUNDED_ML_REPORT.md,Scientific / recorded,Full-width holdout,Control variates,Prior catalog
M67,Four-network oracle recursive diagnostic,Transported-cumulant rollout,Use oracle marginals and oracle k21 features while recursively propagating off-diagonal covariance,"Final propagated variance error fell from 31.6% to 3.63% (8.68x), but remained inadequate.",Shows no inherent explosion; not deployable,BOUNDED_ML_REPORT.md,Scientific / recorded,Oracle / diagnostic,Control variates,Prior catalog
M68,Finite-pilot deployability test,Transported-cumulant closure,Restrict learned model to ordinary finite-pilot features,Learned next-variance error 3.75% versus raw sampled covariance 3.56%.,No gain without factorized K3 x1/x1a,BOUNDED_ML_REPORT.md,Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
M69,Cross-width synthetic,Transported-cumulant transfer,Train flexible tree and compact coefficient models at smaller width and transfer with x1/x1a,Tree model transferred width64→256 with 3.29x gain; compact neural coefficient model did not transfer.,Feature law transfers in flexible model; compact runtime must train at target width,BOUNDED_ML_REPORT.md,Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
M70,Reduced-width full rollout,Joint mean/covariance compatibility,Combine learned covariance correction with full Edgeworth mean correction,"Each component helped with the other held Gaussian, but full-strength combination worsened final output; damping did not robustly fix it.",Need a mutually realizable joint state,CONTINUATION_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M71,Full-size synthetic,Tail-risk classification,Rank stable-gate approximations by raw pilot tail risk,Pilot ranking noise caused 8–13% misses.,Failed,arc_experiment_report_round2.md,Closed,Synthetic / mixed,Suffix compilation & arithmetic,Prior catalog
M72,Full-size synthetic,Gate certification,Clustered interval bounds for stable final outputs,Certified none of 151 outputs that were actually stable in the reference run.,Axis-aligned certification ineffective,arc_experiment_report_round2.md,Scientific / recorded,Synthetic / mixed,Suffix compilation & arithmetic,Prior catalog
A12,30 full-width synthetic networks + arithmetic threshold,Dead-channel arithmetic,Switch from persistent Winograd to compact dense multiplication when pilot-stable channels are dead,Mean active width 222.3/256; only 0.43% of layer/network cases crossed the ~163-channel break-even; mean theoretical saving 0.011%.,Essentially zero gain,ARC_NEW_PATHS_REPORT_20260728.md,Scientific / recorded,Full-width holdout,Suffix compilation & arithmetic,Prior catalog
A13,Functional package tests; official execution pending,Official Haar runner,"Build IID, Sobol, Haar-10, Haar-11, Haar-12, and Haar-12-direct estimator packages and paired Mini-100 runner",All packages passed contract/shape/finite-output tests; CDF approximation max error 7.45e-8. Official Mac run remains pending.,Implementation complete; evidence unresolved,PRIORITY_EXPERIMENTS_REPORT.md,Scientific / recorded,Official-like,Other,Prior catalog
A14,Software/schema validation only,Factorized K3 learned runtime,"Implement selective corpus downloader, MLP-level trainers, get_dslice((2,1)) adapters, NumPy inference, and cost models",Pipeline smoke-tested end to end on schema-compatible generated files; no real-corpus training completed.,"Research infrastructure complete, not a result",BOUNDED_ML_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
A15,Eight fresh full-width networks,Final-layer sequential compiler,Pilot-classify nearly deterministic final outputs and exactly propagate only kink outputs with minority-tail corrections,Frozen holdout score ratio 0.989754x.,Small reproducible fallback gain,arc_experiment_report_round2.md,Scientific / recorded,Full-width holdout,Suffix compilation & arithmetic,Prior catalog
A16,Twelve fresh full-width networks,Two-layer suffix compiler,Jointly compile stable-on/off paths in the final two layers and exactly propagate penultimate kink channels/final kink outputs,"MSE ratio 1.001211; effective score ratio 0.984341, bootstrap [0.979540,0.989634]; projected 1.4499e-7 from 1.4730e-7 baseline.",Best validated fallback compiler; later modestly superseded by adaptive A19.,arc_experiment_report_round2.md,Superseded,Full-width holdout,Suffix compilation & arithmetic,Latest multi-agent update
A17,Dense timing and shape-padding audit,Two-layer suffix compiler,"Benchmark exact, pad-16, and pad-32 compiled shapes",Exact score ratio 0.984341; pad-16 0.987799; pad-32 0.992829. Representative compiled layers took 0.081s versus 0.163s dense.,"Timing supports gain, but blocked-layout conversion still unmeasured",arc_experiment_report_round2.md,Scientific / recorded,Synthetic / mixed,Suffix compilation & arithmetic,Prior catalog
A18,Representative runtime benchmark,Sparse arithmetic,CSR propagation for stable/kink channel subsets versus dense BLAS,CSR was approximately 12x slower.,Generic sparse matrices rejected,arc_experiment_report_round2.md,Scientific / recorded,Synthetic / mixed,Suffix compilation & arithmetic,Prior catalog
T22,Rigorous computer-assisted proof + clean-room regeneration,Final Kerdock near-optimality theorem,Directed-rounding V5 Delsarte certificate and independent clean-room verification,"Recomputed 1,079 curvature intervals and 1,421 certified subintervals, rigorously enclosed the kernel mean, verified Gram multiplicities, and reproduced the proof byte-for-byte. Certified ratio upper bound 1.0002336550102949.",Complete within trust base and explicit scope; ready for external review and publication.,"V5 proof package / final proof audit, 2026-07-28",Theorem complete,Proof / analytic,Theory & proof,Latest multi-agent update
C54,13 full-width synthetic networks,Stratified tail coresets,"Split a fixed 41,280-row tail budget into 1, 2, 4, or 5 calibrated strata","Projected score ratios were 0.99890, 0.99960, 1.00802, and 1.01930.",Extra strata add calibration cost and instability; closed.,"Adaptive coreset continuation, 2026-07-28",Closed,Full-width holdout,Particle compression,Latest multi-agent update
C55,30-network cross-fit + 8-network independent-rotation proxy,Adaptive tail row count,"Use disagreement between nested estimates to choose 37,152, 41,280, or 45,408 tail rows","Cross-fitted projected ratio 0.99798. Independent-rotation aggregate-MSE ratio 0.99432, but uncertainty remained too large for a sub-1% claim.",Plausible sub-percent adaptive gain; not submission-ready.,"Adaptive coreset continuation, 2026-07-28",Open / pending,Synthetic / mixed,Particle compression,Latest multi-agent update
C56,Full-width synthetic tail experiments,Tail-surrogate coreset features,"Add predicted final preactivations, ReLU outputs, partial contributions, and layer-31 features to coreset calibration",No tested feature set materially reduced compression error after its computation and calibration cost.,Closed.,"Adaptive coreset continuation, 2026-07-28",Closed,Full-width holdout,Particle compression,Latest multi-agent update
C57,20 full-width synthetic networks,Network-adaptive particle selection,"Select tail rows using kink scores, norms, random projections, downstream proxies, leverage proxies, or quantiles",Balanced random selection was best at about 0.99971 projected ratio; adaptive selectors introduced damaging outliers.,Cheap network-specific row scoring failed; balanced random selection remains safer.,"Adaptive coreset continuation, 2026-07-28",Closed,Full-width holdout,Particle compression,Latest multi-agent update
C58,16-network development; fresh holdout incomplete,Multi-start balanced coresets,Generate multiple balanced subsets and choose minimum prefix feature-mean discrepancy,Four candidates gave about 0.99798 projected ratio on development; the planned fresh holdout was incomplete.,Weak open lead; requires completed untouched holdout.,"Adaptive coreset continuation, 2026-07-28",Open / pending,Full-width holdout,Particle compression,Latest multi-agent update
C59,Full-width synthetic frozen selection,Adaptive Kerdock early stopping,Choose number of complete Kerdock bases using cheap network diagnostics,"Oracle mean ratio was about 0.6245, but the frozen selector averaged about 1.390 with a worst network near 6.31x.",Large inaccessible oracle gap; closed for tested diagnostics.,"Non-K3 continuation report, 2026-07-28",Closed,Full-width holdout,Static/structured sampling,Latest multi-agent update
C60,Frozen partial-Kerdock holdout,Direct residual learning,Predict the residual from 16 bases using cheap trajectory and weight statistics,"An apparent strong result was traced to target leakage. After removal, gain was only 1.006x and residual MSE remained 16.07x full Kerdock.",Closed in the tested low-dimensional feature form.,"Non-K3 continuation report, 2026-07-28",Closed,Full-width holdout,Learned white-box models,Latest multi-agent update
V59,20 fresh width-256 networks x 4 complete-Kerdock rotations,Pathwise Stein Kerdock transfer,"Apply frozen rank-2, 256-pilot, 50% multivariate-Stein control to complete Kerdock","Aggregate gain 0.9369x with bootstrap interval 0.8349–1.0868, below the preregistered 1.10x continuation threshold.",Provisionally closed on Kerdock; test used rotation variance rather than high-precision truth MSE.,"Kerdock-Stein transfer results, 2026-07-28",Closed,Full-width holdout,Control variates,Latest multi-agent update
V60,Fresh 16-network full-Kerdock synthetic holdout,Exact second-moment quadratic control,Use z=(u^T a1)^2 with analytically known expectation and downstream sensitivity direction,Unamplified control reduced raw MSE 4.43%; fixed amplitude 2.209 reduced untouched-set MSE 7.33%.,Superseded by V65: promising development result reversed on 12 genuinely fresh networks; branch closed.,"Quadratic-control continuation, 2026-07-28",Superseded,Full-width holdout,Control variates,Latest multi-agent update
V61,Fresh 16-network synthetic comparison,Cheap quadratic-control direction,Replace the leading Jacobian singular vector with u=J·1 from one backward vector propagation,"Fresh-set gain 4.45%, essentially identical to the expensive singular-vector direction.",Superseded by V65: promising development result reversed on 12 genuinely fresh networks; branch closed.,"Quadratic-control continuation, 2026-07-28",Superseded,Full-width holdout,Control variates,Latest multi-agent update
V62,Multiple fresh complete-Kerdock synthetic holdouts,Exact layer-1 mean transport,Transport final-output modes using the exact analytical layer-1 mean,"Average raw-MSE gains appeared around 3–8%, but intervals were wide and worst-network degradation reached roughly 26–30%.",Real average effect but unsafe per-network tail; do not submit without a reliable guard.,"Layer-1 transport and non-K3 continuation, 2026-07-28",Scientific / recorded,Full-width holdout,Control variates,Latest multi-agent update
V63,Fresh synthetic composition test,Composite exact-mean controls,Combine layer-1 mean transport with exact quadratic second-moment correction,"Raw MSE improved about 9.42%, but the tested implementation duplicated downstream trajectories.",Statistically positive but budget-infeasible as implemented.,"Quadratic-control continuation, 2026-07-28",Scientific / recorded,Full-width holdout,Control variates,Latest multi-agent update
V64,"6,656-point synthetic budget-floor tests",Small-count exact-moment controls,Apply quadratic and layer-1 transport controls near the 10% multiplier floor,Quadratic gained only 1.88%; transport worsened 4.86%; combined worsened 17.0%.,Controls become too noisy at small point counts; closed for the floor-budget route.,"6,656-point control results, 2026-07-28",Closed,Synthetic / mixed,Control variates,Latest multi-agent update
M73,15 held-out MLPs; oracle current diagonals/features,Transported-cumulant contraction,Contract learned x1/x1a covariance corrections through actual next-layer weights,"Validation-fitted alpha achieved 2.04x variance-MSE gain, 2.03x sigma-MSE gain, 98.3% case improvement, and sigma RMS 1.59% to 1.12%.",Passes downstream-contraction gate; still relies on accurate/oracle transported features.,"User-run next-variance evaluation, 2026-07-28",Leading / active,Oracle / diagnostic,Control variates,Latest multi-agent update
M74,15 held-out MLPs; recursive PSD-repair ablation,Covariance consistency repair,Apply diagonal-preserving eigenvalue clipping at every recursive rollout step,"435 repairs caused severe amplification; mean, variance, and sigma gains were all below 1 and only 13.3% of variance cases improved.",Repeated PSD projection is destructive; closed.,"recursive_rollout_psdclip.json, 2026-07-28",Closed,Full-width holdout,Moment/cumulant closure,Latest multi-agent update
M75,"Held-out synthetic widths 32, 64, and 128",Permutation-equivariant weight-space learning,Predict diagonal mean-field error directly from all network weights,"Held-out gains were about 2.43x at width32, 1.94x at width64, and about 1.64x at width128 with cleaner labels.",Broad analytic bias is learnable; scientifically positive but far from standalone challenge accuracy.,"Weight-space learning reports, 2026-07-28",Scientific / recorded,Full-width holdout,Learned white-box models,Latest multi-agent update
M76,Matched held-out Kerdock residual-learning tests,Weight-space Kerdock correction,Predict Kerdock error vector or multiplicative scale from network weights,Kerdock vector/scale gains were about 0.94–0.99x while mean-field positive controls remained strongly learnable.,Current weights-only model cannot predict Kerdock's remaining phase; close this path.,"Weight-space decisive comparison, 2026-07-28",Scientific / recorded,Full-width holdout,Learned white-box models,Latest multi-agent update
M77,Oracle diagnostic at widths 32 and 64,Kerdock residual mode structure,Fit one oracle multiplicative scalar per network in Y≈(1+c)K,Oracle scalar correction improved 17.68x at width32 and 3.82x at width64; most width32 error lay in this mode.,Residual is simple within a network but unpredictable from tested observables.,"Weight-space decisive comparison, 2026-07-28",Scientific / recorded,Oracle / diagnostic,Learned white-box models,Latest multi-agent update
M78,Synthetic holdout through seeds 8–15,Spectral-ramp Gaussian closure,"Shrink only the leading covariance eigenvalue in early layers, fading from 0.8 to 1 by layer 16",Holdout analytic-estimator MSE improved to about 2.60e-5; broader shrinkage variants failed.,"Specific finite-width mechanism identified, but absolute error remains far above Kerdock.","Spectral-ramp continuation, 2026-07-28",Scientific / recorded,Full-width holdout,Moment/cumulant closure,Latest multi-agent update
A19,60 fresh width-256/depth-32 networks,Adaptive 2–6-layer suffix compiler,Select suffix depth 2–6 from pilot kink counts and compile stable-on/off paths,"Raw-MSE ratio 1.00170; ideal arithmetic ratio 0.95358; calibrated effective-score ratio 0.97865 [0.97566,0.98163], with 59/60 calibrated wins. Projected score about 1.442e-7.",Strongest new honest near-term candidate; integrate and grade.,"Non-K3 adaptive compiler report, 2026-07-28",Leading / active,Full-width holdout,Suffix compilation & arithmetic,Latest multi-agent update
A20,Untouched 20-network compiler extension,Deeper suffix compiler,Extend candidate maximum depth from 6 to 7–8,Depth 7 was selected once and depth 8 never; gain was negligible while symbolic complexity grew.,Stop at maximum depth 6.,"Non-K3 adaptive compiler report, 2026-07-28",Closed,Synthetic / mixed,Suffix compilation & arithmetic,Latest multi-agent update
A21,Compiler pilot and threshold sweeps,Adaptive compiler robustness,"Test minority threshold 2, half-size pilots, and alternative pilot geometries",Threshold 2 was marginal and post-selected; smaller pilots increased missed-switch error; alternate geometries gave no robust gain.,"Freeze threshold 1 and the existing 2,064-row balanced pilot.","Non-K3 adaptive compiler report, 2026-07-28",Scientific / recorded,Synthetic / mixed,Suffix compilation & arithmetic,Latest multi-agent update
A22,Official subprocess smoke tests,FlopScope accounting bypass,"Run raw-BLAS 90,624-row multifidelity estimator through local and subprocess runners","Local mode misleadingly recorded zero FLOPs. Subprocess mode enforced immutable FlopScope arrays; honest functional execution would charge roughly 373B FLOPs, above budget.",Scoring/accounting workaround invalid; do not pursue.,"Official subprocess logs and accounting audit, 2026-07-28",Closed,Official-like,Suffix compilation & arithmetic,Latest multi-agent update
A24,60-network full-width compiler suite,Minimum-saving compiler guard,Fall back to the full Kerdock suffix when predicted compiler cost ratio exceeds 0.995,"Changed calibrated mean ratio from 0.978654 to 0.978617; retained 59 wins, introduced one exact fallback, and removed the only material failure.",Adopt immediately in any adaptive compiler implementation.,"Latest compiler continuation update, 2026-07-29",Leading / active,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
A25,24 untouched full-width networks,Boundary-certified suffix compilation,"Use Gaussian missed-tail risk, downstream sensitivity, rank-16 boundary prediction, and exact audit of 512 suspicious Kerdock rows","Three-layer compiler MSE fell from 1.03e-9 to 2.23e-11, a 46.4x reduction, with 24/24 wins and compiled fraction rising from 42.62% to 52.64%.","Excellent validation/debugging oracle, but too conservative and costly for submission runtime.","Certified compiler holdout update, 2026-07-29",Scientific / recorded,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
A26,Adaptive full-width integration screen,Certified adaptive compiler,Integrate boundary certification into the adaptive 2–6-layer compiler,"Compiler MSE improved from 2.58e-10 to 1.75e-11, but ideal cost ratio worsened from 0.9451 to 0.9669; selective audits were 0.35–1.61% worse than the existing adaptive rule.",Retain certification only as a validation tool; reject at runtime.,"Certified adaptive selector and selective-audit results, 2026-07-29",Closed,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
V65,12 genuinely fresh width-256/depth-32 networks,Fresh quadratic-control validation,Freeze the previously promising exact first-layer quadratic control and evaluate on a new holdout,Quadratic-only score ratio 1.0188; linear+quadratic 1.0769; amplified combination 1.1307. Only 4/12 improved in the least-harmful version.,Selection-leakage reversal; quadratic-control branch closed.,"Fresh QCV validation summary, 2026-07-29",Closed,Full-width holdout,Control variates,Latest compiler update
A27,20 fresh full-width networks; second 30-network suite incomplete,Energy-based suffix classification,Classify stable neurons by minority-sign activation energy fraction <=3e-5 rather than minority-event count,"Fresh 20-network ideal score ratio 0.94381 versus 0.94942 for count<=1, about 0.56% better; bootstrap difference interval [-0.0128,+0.00135] still included no advantage.",Positive unresolved signal; keep experimental until the larger frozen validation completes.,"Energy-classifier holdout update, 2026-07-29",Open / pending,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
A28,16 fresh full-width networks,Risk-aware suffix-depth selector,"Penalize candidate compiler depths using newly stable counts, minority energy, minority events, and depth penalties",Frozen risk penalty averaged 0.95029 versus 0.94904 for simple minimum arithmetic cost and changed 10/16 choices while helping only five.,Risk-aware selector failed; retain simple minimum-cost depth selection.,"Selector holdout summary, 2026-07-29",Closed,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
A29,Strict 50-network full-width synthetic holdout,Fixed three-layer suffix compiler with layerwise shrinkage,"Use c=8 pilot, rare threshold 8, zero middle-layer correction, and final correction alpha=0.875",Mean score proxy 0.979672; beat global alpha=0.75 on 43/50 networks; paired improvement interval approximately 0.044–0.078 percentage points; projected score about 1.443e-7.,Simplest strong package candidate; likely tied with adaptive 2–6 after real overhead.,"Three-layer shrinkage holdout update, 2026-07-29",Leading / active,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
A30,50 untouched full-width networks,Adaptive compiler rule selector,Select among six c=8 two- and three-layer compiler rules using pilot risk,"Mean exact-perturbation score proxy 0.976424 [0.97318,0.97974], 48/50 wins, and pilot-risk correlation about 0.80.","Statistically stronger than fixed A29, but only ~0.23 percentage points better and may lose to selection overhead.","Adaptive compiler selector update, 2026-07-29",Open / pending,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
A31,50-network paired pilot comparison,Compiler pilot size and rare threshold,"Compare c=7, rare=6 against c=8, rare=8","c=8, rare=8 averaged 0.982429 versus 0.983118, won 35/50 networks, and had a safer 95th percentile and maximum.","Freeze c=8, rare=8 for the fixed three-layer compiler family.","Pilot pair holdout analysis, 2026-07-29",Leading / active,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
A32,50-network shrinkage ablations,Compiler correction shrinkage refinements,"Test per-output James-Stein shrinkage, class-specific coefficients, and stable-off-specific shrinkage",All were slightly worse than the fixed final alpha=0.875 rule; stable-off coefficient 0.75 was about 0.0053 percentage points worse.,Keep the simple fixed layerwise shrinkage rule.,"Class shrinkage and James-Stein holdout analyses, 2026-07-29",Closed,Full-width holdout,Suffix compilation & arithmetic,Latest compiler update
A33,Eight completed networks; frozen holdout incomplete,Shrunk four-layer compiler,"Test four-layer compilation with coefficients [0,0.25,0.25,0.875] and observable gating",Seven of eight networks still selected three layers; one network showed a large four-layer opportunity near 0.9433.,"Intriguing conditional headroom, but insufficient evidence; do not replace A29.","Incomplete four-layer continuation, 2026-07-29",Open / pending,Synthetic / mixed,Suffix compilation & arithmetic,Latest compiler update
